ID,CVE-ID,CVSS-V3,CVSS-V2,SEVERITY,DESCRIPTION,CWE-ID,Operating_System,Software_Component,Version,Impact,Affected_Hardware,Network_Requirements,Affected_Protocols,Authentication_Required,Privileges_Required,User_Interaction_Required,Vendor
154,CVE-1999-0156,,4.6,MEDIUM,wu-ftpd FTP daemon allows any user and password combination.,NVD-CWE-Other,,,,,,,,,,,
155,CVE-1999-0157,,5.0,MEDIUM,Cisco PIX firewall and CBAC IP fragmentation attack results in a denial of service.,NVD-CWE-Other,,Cisco PIX firewall and CBAC,,denial of service,,,IP fragmentation,,,,Cisco
156,CVE-1999-0158,,5.0,MEDIUM,Cisco PIX firewall manager (PFM) on Windows NT allows attackers to connect to port 8080 on the PFM server and retrieve any file whose name and location is known.,NVD-CWE-Other,Windows NT,Cisco PIX firewall manager (PFM),,retrieve any file,,remote,HTTP (port 8080),No,,,Cisco
157,CVE-1999-0159,,5.0,MEDIUM,"Attackers can crash a Cisco IOS router or device, provided they can get to an interactive prompt (such as a login).  This applies to some IOS 9.x, 10.x, and 11.x releases.",NVD-CWE-Other,,,,,,,,,,,
158,CVE-1999-0160,,7.5,HIGH,Some classic Cisco IOS devices have a vulnerability in the PPP CHAP authentication to establish unauthorized PPP connections.,NVD-CWE-Other,,Cisco IOS,,unauthorized PPP connections,classic Cisco IOS devices,,PPP,Yes,,,Cisco
159,CVE-1999-0161,,7.5,HIGH,"In Cisco IOS 10.3, with the tacacs-ds or tacacs keyword, an extended IP access control list could bypass filtering.",NVD-CWE-Other,,Cisco IOS,10.3,bypass filtering,,,IP,tacacs-ds or tacacs,,,Cisco
160,CVE-1999-0162,,5.0,MEDIUM,,NVD-CWE-Other,,Cisco IOS software,,bypass filtering,,,,,,,Cisco
161,CVE-1999-0163,,7.2,HIGH,"In older versions of Sendmail, an attacker could use a pipe character to execute root commands.",NVD-CWE-Other,,,,,,,,,,,
162,CVE-1999-0164,,6.2,MEDIUM,A race condition in the Solaris ps command allows an attacker to overwrite critical files.,NVD-CWE-Other,,,,,,,,,,,
163,CVE-1999-0165,,10.0,HIGH,NFS cache poisoning.,NVD-CWE-Other,,,,,,,,,,,
164,CVE-1999-0166,,5.0,MEDIUM,,NVD-CWE-Other,,NFS,,access to other directories,,,NFS,,,Yes,
165,CVE-1999-0167,,4.6,MEDIUM,"In SunOS, NFS file handles could be guessed, giving unauthorized access to the exported file system.",NVD-CWE-Other,SunOS,NFS,,unauthorized access to the exported file system,,,NFS,,,,
166,CVE-1999-0168,,7.5,HIGH,"The portmapper may act as a proxy and redirect service requests from an attacker, making the request appear to come from the local host, possibly bypassing authentication that would otherwise have taken place.  For example, NFS file systems could be mounted through the portmapper despite export restrictions.",NVD-CWE-Other,,,,,,,,,,,
167,CVE-1999-0169,,10.0,HIGH,NFS allows attackers to read and write any file on the system by specifying a false UID.,NVD-CWE-Other,,,,,,,,,,,
168,CVE-1999-0170,,7.5,HIGH,"Remote attackers can mount an NFS file system in Ultrix or OSF, even if it is denied on the access list.",NVD-CWE-Other,Ultrix or OSF,NFS file system,,mount an NFS file system,,remote,NFS,,,,
169,CVE-1999-0171,,2.1,LOW,Denial of service in syslog by sending it a large number of superfluous messages.,NVD-CWE-Other,,,,,,,,,,,
170,CVE-1999-0172,,7.5,HIGH,FormMail CGI program allows remote execution of commands.,NVD-CWE-Other,,FormMail CGI program,,remote execution of commands,,remote,,,,,
171,CVE-1999-0173,,5.0,MEDIUM,FormMail CGI program can be used by web servers other than the host server that the program resides on.,NVD-CWE-Other,,,,,,,,,,,
172,CVE-1999-0174,,6.4,MEDIUM,The view-source CGI program allows remote attackers to read arbitrary files via a .. (dot dot) attack.,NVD-CWE-Other,,view-source CGI program,,read arbitrary files,,remote,,,,,
173,CVE-1999-0175,,5.0,MEDIUM,The convert.bas program in the Novell web server allows a remote attackers to read any file on the system that is internally accessible by the web server.,NVD-CWE-Other,,convert.bas program in the Novell web server,,read any file on the system,,remote,,,,,Novell
174,CVE-1999-0176,,7.5,HIGH,The Webgais program allows a remote user to execute arbitrary commands.,NVD-CWE-Other,,Webgais program,,arbitrary commands execution,,remote,,,,,
175,CVE-1999-0177,,7.5,HIGH,The uploader program in the WebSite web server allows a remote attacker to execute arbitrary programs.,NVD-CWE-Other,,uploader program in the WebSite web server,,arbitrary programs execution,,remote,,,,,
176,CVE-1999-0178,,7.5,HIGH,Buffer overflow in the win-c-sample program (win-c-sample.exe) in the WebSite web server 1.1e allows remote attackers to execute arbitrary code via a long query string.,NVD-CWE-Other,,win-c-sample program,1.1e,arbitrary code execution,,remote,HTTP,,,,
177,CVE-1999-0179,,5.0,MEDIUM,,CWE-17,,,,,,,,,,,
178,CVE-1999-0180,,7.5,HIGH,in.rshd allows users to login with a NULL username and execute commands.,NVD-CWE-Other,,in.rshd,,code execution,,remote,rsh,No,,,
179,CVE-1999-0181,,6.8,MEDIUM,"The wall daemon can be used for denial of service, social engineering attacks, or to execute remote commands.",NVD-CWE-Other,,,,,,,,,,,
180,CVE-1999-0182,,10.0,HIGH,Samba has a buffer overflow which allows a remote attacker to obtain root access by specifying a long password.,NVD-CWE-Other,,,,,,,,,,,
181,CVE-1999-0183,,6.4,MEDIUM,Linux implementations of TFTP would allow access to files outside the restricted directory.,NVD-CWE-Other,Linux,TFTP,,access to files outside the restricted directory,,,TFTP,,,,
182,CVE-1999-0184,,6.4,MEDIUM,"When compiled with the -DALLOW_UPDATES option, bind allows dynamic updates to the DNS server, allowing for malicious modification of DNS records.",NVD-CWE-Other,,bind,,malicious modification of DNS records,,,DNS,,-DALLOW_UPDATES option,,
183,CVE-1999-0185,,7.5,HIGH,"In SunOS or Solaris, a remote user could connect from an FTP server's data port to an rlogin server on a host that trusts the FTP server, allowing remote command execution.",NVD-CWE-Other,SunOS or Solaris,rlogin server,,remote command execution,,remote,"FTP, rlogin",No,,No,
184,CVE-1999-0186,,10.0,HIGH,"In Solaris, an SNMP subagent has a default community string that allows remote attackers to execute arbitrary commands as root, or modify system parameters.",NVD-CWE-Other,Solaris,SNMP subagent,,"arbitrary commands execution, modifying system parameters",,remote,SNMP,No,root,,
185,CVE-1999-0188,,7.2,HIGH,The passwd command in Solaris can be subjected to a denial of service.,NVD-CWE-Other,Solaris,passwd command,,denial of service,,,,,,,
186,CVE-1999-0189,,7.5,HIGH,"Solaris rpcbind listens on a high numbered UDP port, which may not be filtered since the standard port number is 111.",NVD-CWE-Other,Solaris,rpcbind,,,,,UDP,,,,
187,CVE-1999-0190,,7.2,HIGH,Solaris rpcbind can be exploited to overwrite arbitrary files and gain root access.,NVD-CWE-Other,Solaris,rpcbind,,arbitrary file overwrite and root access,,,,,,,
188,CVE-1999-0191,,6.4,MEDIUM,IIS newdsn.exe CGI script allows remote users to overwrite files.,NVD-CWE-Other,,IIS newdsn.exe CGI script,,file overwrite,,remote,,,,,IIS
189,CVE-1999-0192,,10.0,HIGH,Buffer overflow in telnet daemon tgetent routing allows remote attackers to gain root access via the TERMCAP environmental variable.,NVD-CWE-Other,,telnet daemon,,code execution and root access,,remote,telnet,,,,
190,CVE-1999-0193,,5.0,MEDIUM,"Denial of service in Ascend and 3com routers, which can be rebooted by sending a zero length TCP option.",NVD-CWE-Other,,Ascend and 3com routers,,denial of service,routers,remote,TCP,,,,Ascend and 3com
191,CVE-1999-0194,,5.0,MEDIUM,Denial of service in in.comsat allows attackers to generate messages.,NVD-CWE-Other,,in.comsat,,denial of service,,remote,,,,,
192,CVE-1999-0195,,5.0,MEDIUM,Denial of service in RPC portmapper allows attackers to register or unregister RPC services or spoof RPC services using a spoofed source IP address such as 127.0.0.1.,NVD-CWE-Other,,RPC portmapper,,denial of service,,remote,RPC,,,,
193,CVE-1999-0196,,5.0,MEDIUM,websendmail in Webgais 1.0 allows a remote user to access arbitrary files and execute arbitrary code via the receiver parameter ($VAR_receiver variable).,NVD-CWE-Other,,websendmail,1.0,arbitrary files access and code execution,,remote,,,,,Webgais
194,CVE-1999-0197,,10.0,HIGH,finger 0@host on some systems may print information on some user accounts.,NVD-CWE-Other,,finger,,information disclosure,,local,,,,,
195,CVE-1999-0198,,10.0,HIGH,finger .@host on some systems may print information on some user accounts.,NVD-CWE-Other,,,,,,,,,,,
196,CVE-1999-0199,9.8,7.5,CRITICAL,"manual/search.texi in the GNU C Library (aka glibc) before 2.2 lacks a statement about the unspecified tdelete return value upon deletion of a tree's root, which might allow attackers to access a dangling pointer in an application whose developer was unaware of a documentation update from 1999.",CWE-252,,GNU C Library,before 2.2,access a dangling pointer,,,,,,,GNU
197,CVE-1999-0200,,10.0,HIGH,Windows NT FTP server (WFTP) with the guest account enabled without a password allows an attacker to log into the FTP server using any username and password.,NVD-CWE-Other,Windows,Windows NT FTP server (WFTP),,unauthorized access,,remote,FTP,Yes,unclear,No,
198,CVE-1999-0201,,6.4,MEDIUM,,NVD-CWE-Other,,FTP servers,,information disclosure,,remote,FTP,No,,,
199,CVE-1999-0202,,7.5,HIGH,"The GNU tar command, when used in FTP sessions, may allow an attacker to execute arbitrary commands.",NVD-CWE-Other,,GNU tar command,,arbitrary commands execution,,remote (FTP sessions),FTP,,,,GNU
200,CVE-1999-0203,,10.0,HIGH,,NVD-CWE-Other,,Sendmail,,gain root privileges,,SMTP (remote),SMTP,,,Yes,
201,CVE-1999-0204,,10.0,HIGH,"Sendmail 8.6.9 allows remote attackers to execute root commands, using ident.",NVD-CWE-Other,,,,,,,,,,,
202,CVE-1999-0205,,5.0,MEDIUM,Denial of service in Sendmail 8.6.11 and 8.6.12.,NVD-CWE-Other,,,,,,,,,,,
203,CVE-1999-0206,,10.0,HIGH,MIME buffer overflow in Sendmail 8.8.0 and 8.8.1 gives root access.,NVD-CWE-Other,,,,,,,,,,,
204,CVE-1999-0207,,7.5,HIGH,,NVD-CWE-Other,,,,,,,,,,,
205,CVE-1999-0208,,10.0,HIGH,rpc.ypupdated (NIS) allows remote users to execute arbitrary commands.,NVD-CWE-Other,,rpc.ypupdated,,arbitrary commands execution,,remote,NIS,,,,
206,CVE-1999-0209,,5.0,MEDIUM,The SunView (SunTools) selection_svc facility allows remote users to read files.,NVD-CWE-Other,,SunView (SunTools) selection_svc,,read files,,remote,,,,,Sun
207,CVE-1999-0210,,10.0,HIGH,Automount daemon automountd allows local or remote users to gain privileges via shell metacharacters.,NVD-CWE-Other,,automount daemon automountd,,privilege escalation,,local or remote,,,,,
208,CVE-1999-0211,,5.0,MEDIUM,Extra long export lists over 256 characters in some mount daemons allows NFS directories to be mounted by anyone.,NVD-CWE-Other,,,,,,,,,,,
209,CVE-1999-0212,,7.8,HIGH,Solaris rpc.mountd generates error messages that allow a remote attacker to determine what files are on the server.,NVD-CWE-Other,Solaris,rpc.mountd,,information disclosure,,remote,,,,,
210,CVE-1999-0213,,10.0,HIGH,libnsl in Solaris allowed an attacker to perform a denial of service of rpcbind.,NVD-CWE-Other,Solaris,libnsl,,denial of service,,,rpcbind,,,,
211,CVE-1999-0214,,10.0,HIGH,Denial of service by sending forged ICMP unreachable packets.,NVD-CWE-Other,,ICMP,,denial of service,,remote,ICMP,,,No,
212,CVE-1999-0215,,6.4,MEDIUM,Routed allows attackers to append data to files.,NVD-CWE-Other,,,,,,,,,,,
213,CVE-1999-0216,,5.0,MEDIUM,Denial of service of inetd on Linux through SYN and RST packets.,NVD-CWE-Other,,,,,,,,,,,
214,CVE-1999-0217,,5.0,MEDIUM,Malicious option settings in UDP packets could force a reboot in SunOS 4.1.3 systems.,NVD-CWE-Other,SunOS,UDP packets handling,4.1.3,reboot,,remote,UDP,,,,
215,CVE-1999-0218,,5.0,MEDIUM,Livingston portmaster machines could be rebooted via a series of commands.,NVD-CWE-Other,,,,,,,,,,,
216,CVE-1999-0219,,7.8,HIGH,Buffer overflow in FTP Serv-U 2.5 allows remote authenticated users to cause a denial of service (crash) via a long (1) CWD or (2) LS (list) command.,NVD-CWE-Other,,FTP Serv-U,2.5,denial of service (crash),,remote,FTP,Yes,,No,
217,CVE-1999-0220,,10.0,HIGH,Attackers can do a denial of service of IRC by crashing the server.,NVD-CWE-Other,,,,,,,,,,,
218,CVE-1999-0221,,5.0,MEDIUM,Denial of service of Ascend routers through port 150 (remote administration).,NVD-CWE-Other,,Ascend routers,,denial of service,Ascend routers,remote,150 (remote administration),,,,
219,CVE-1999-0222,,5.0,MEDIUM,Denial of service in Cisco IOS web server allows attackers to reboot the router using a long URL.,NVD-CWE-Other,,Cisco IOS web server,,denial of service,router,remote,HTTP,,,No,Cisco
220,CVE-1999-0223,,2.1,LOW,Solaris syslogd crashes when receiving a message from a host that doesn't have an inverse DNS entry.,NVD-CWE-Other,Solaris,syslogd,,denial of service,,remote,,,,,
221,CVE-1999-0224,,5.0,MEDIUM,Denial of service in Windows NT messenger service through a long username.,NVD-CWE-Other,,,,,,,,,,,
222,CVE-1999-0225,,5.0,MEDIUM,Windows NT 4.0 allows remote attackers to cause a denial of service via a malformed SMB logon request in which the actual data size does not match the specified size.,NVD-CWE-Other,Windows,SMB logon service,NT 4.0,denial of service,,remote,SMB,,,,
223,CVE-1999-0226,,10.0,HIGH,"Windows NT TCP/IP processes fragmented IP packets improperly, causing a denial of service.",CWE-19,,,,,,,,,,,
224,CVE-1999-0227,,5.0,MEDIUM,Access violation in LSASS.EXE (LSA/LSARPC) program in Windows NT allows a denial of service.,CWE-264,,,,,,,,,,,
225,CVE-1999-0228,,5.0,MEDIUM,Denial of service in RPCSS.EXE program (RPC Locator) in Windows NT.,NVD-CWE-noinfo,,,,,,,,,,,
226,CVE-1999-0229,,5.0,MEDIUM,Denial of service in Windows NT IIS server using ..\..,NVD-CWE-Other,,,,,,,,,,,
227,CVE-1999-0230,,5.0,MEDIUM,Buffer overflow in Cisco 7xx routers through the telnet service.,NVD-CWE-Other,,Cisco 7xx routers,,buffer overflow,Cisco 7xx routers,remote,telnet,,,,Cisco
228,CVE-1999-0231,,5.0,MEDIUM,"Buffer overflow in IP-Switch IMail and Seattle Labs Slmail 2.6 packages using a long VRFY command, causing a denial of service and possibly remote access.",NVD-CWE-Other,,,,,,,,,,,
229,CVE-1999-0232,,10.0,HIGH,Buffer overflow in NCSA WebServer (version 1.5c) gives remote access.,NVD-CWE-Other,,NCSA WebServer,1.5c,remote access,,remote,,,,,
230,CVE-1999-0233,,10.0,HIGH,IIS 1.0 allows users to execute arbitrary commands using .bat or .cmd files.,NVD-CWE-Other,,,,,,,,,,,
231,CVE-1999-0234,,4.6,MEDIUM,Bash treats any character with a value of 255 as a command separator.,NVD-CWE-Other,,,,,,,,,,,
232,CVE-1999-0235,,10.0,HIGH,Buffer overflow in NCSA WebServer (1.4.1 and below) gives remote access.,NVD-CWE-Other,,NCSA WebServer,1.4.1 and below,remote access,,remote,,,,,
233,CVE-1999-0236,7.5,5.0,HIGH,ScriptAlias directory in NCSA and Apache httpd allowed attackers to read CGI programs.,CWE-200,,NCSA and Apache httpd,,read CGI programs,,,HTTP,,,,Apache
234,CVE-1999-0237,,7.5,HIGH,Remote execution of arbitrary commands through Guestbook CGI program.,NVD-CWE-Other,,Guestbook CGI program,,remote execution of arbitrary commands,,remote,,,,,
235,CVE-1999-0238,,10.0,HIGH,php.cgi allows attackers to read any file on the system.,NVD-CWE-Other,,,,,,,,,,,
236,CVE-1999-0239,,5.0,MEDIUM,,NVD-CWE-Other,,Netscape FastTrack Web server,,lists files,,,HTTP,No,,Yes,Netscape
237,CVE-1999-0240,,7.5,HIGH,Some filters or firewalls allow fragmented SYN packets with IP reserved bits in violation of their implemented policy.,NVD-CWE-Other,,filters or firewalls,,denial of service,,,TCP (implied by SYN packets),,,,
238,CVE-1999-0241,,10.0,HIGH,"Guessable magic cookies in X Windows allows remote attackers to execute commands, e.g. through xterm.",NVD-CWE-Other,,,,,,,,,,,
239,CVE-1999-0242,,7.5,HIGH,Remote attackers can access mail files via POP3 in some Linux systems that are using shadow passwords.,NVD-CWE-Other,Linux,mail files,,access mail files,,remote,POP3,,,,
240,CVE-1999-0243,,10.0,HIGH,Linux cfingerd could be exploited to gain root access.,NVD-CWE-Other,Linux,cfingerd,,gain root access,,,,,,,
241,CVE-1999-0244,,7.5,HIGH,Livingston RADIUS code has a buffer overflow which can allow remote execution of commands as root.,NVD-CWE-Other,,Livingston RADIUS code,,remote execution of commands as root,,remote,,,,,Livingston
242,CVE-1999-0245,,4.6,MEDIUM,,NVD-CWE-Other,Linux,NIS+,,login as user +,,,,,attacker with access to configurations,,
243,CVE-1999-0246,,10.0,HIGH,HP Remote Watch allows a remote user to gain root access.,NVD-CWE-Other,,,,,,,,,,,
244,CVE-1999-0247,,7.5,HIGH,Buffer overflow in nnrpd program in INN up to version 1.6 allows remote users to execute arbitrary commands.,NVD-CWE-Other,,nnrpd program in INN,up to 1.6,arbitrary commands execution,,remote,,,,,INN
245,CVE-1999-0248,,10.0,HIGH,A race condition in the authentication agent mechanism of sshd 1.2.17 allows an attacker to steal another user's credentials.,NVD-CWE-Other,,sshd,1.2.17,credentials theft,,,SSH,Yes,,,
246,CVE-1999-0249,,7.2,HIGH,Windows NT RSHSVC program allows remote users to execute arbitrary commands.,NVD-CWE-Other,Windows,RSHSVC program,,arbitrary commands execution,,remote,,,,,
247,CVE-1999-0250,,10.0,HIGH,Denial of service in Qmail through long SMTP commands.,NVD-CWE-Other,,Qmail,,denial of service,,,SMTP,,,,
248,CVE-1999-0251,,5.0,MEDIUM,Denial of service in talk program allows remote attackers to disrupt a user's display.,NVD-CWE-Other,,talk program,,denial of service,,remote,,,,No,
249,CVE-1999-0252,,7.5,HIGH,Buffer overflow in listserv allows arbitrary command execution.,NVD-CWE-Other,,,,,,,,,,,
250,CVE-1999-0253,,7.5,HIGH,IIS 3.0 with the iis-fix hotfix installed allows remote intruders to read source code for ASP programs by using a %2e instead of a . (dot) in the URL.,NVD-CWE-Other,Windows,IIS 3.0 with iis-fix hotfix installed,3.0,read source code for ASP programs,,remote,HTTP,,,,
