ID,CVE-ID,CVSS-V3,CVSS-V2,SEVERITY,CWE-ID,Operating_System,Software_Component,Version,Impact,Affected_Hardware,Network_Requirements,Affected_Protocols,Authentication_Required,Privileges_Required,User_Interaction_Required,Vendor
236,CVE-1999-0239,,5.0,MEDIUM,NVD-CWE-Other,,Netscape FastTrack Web server,,lists files,,,HTTP,No,,Yes,Netscape
237,CVE-1999-0240,,7.5,HIGH,NVD-CWE-Other,,filters or firewalls,,denial of service,,,TCP (implied by SYN packets),,,,
238,CVE-1999-0241,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
239,CVE-1999-0242,,7.5,HIGH,NVD-CWE-Other,Linux,mail files,,access mail files,,remote,POP3,,,,
240,CVE-1999-0243,,10.0,HIGH,NVD-CWE-Other,Linux,cfingerd,,gain root access,,,,,,,
241,CVE-1999-0244,,7.5,HIGH,NVD-CWE-Other,,Livingston RADIUS code,,remote execution of commands as root,,remote,,,,,Livingston
242,CVE-1999-0245,,4.6,MEDIUM,NVD-CWE-Other,Linux,NIS+,,login as user +,,,,,attacker with access to configurations,,
243,CVE-1999-0246,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
244,CVE-1999-0247,,7.5,HIGH,NVD-CWE-Other,,nnrpd program in INN,up to 1.6,arbitrary commands execution,,remote,,,,,INN
245,CVE-1999-0248,,10.0,HIGH,NVD-CWE-Other,,sshd,1.2.17,credentials theft,,,SSH,Yes,,,
246,CVE-1999-0249,,7.2,HIGH,NVD-CWE-Other,Windows,RSHSVC program,,arbitrary commands execution,,remote,,,,,
247,CVE-1999-0250,,10.0,HIGH,NVD-CWE-Other,,Qmail,,denial of service,,,SMTP,,,,
248,CVE-1999-0251,,5.0,MEDIUM,NVD-CWE-Other,,talk program,,denial of service,,remote,,,,No,
249,CVE-1999-0252,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
250,CVE-1999-0253,,7.5,HIGH,NVD-CWE-Other,Windows,IIS 3.0 with iis-fix hotfix installed,3.0,read source code for ASP programs,,remote,HTTP,,,,
251,CVE-1999-0254,,10.0,HIGH,NVD-CWE-Other,,HP OpenView,,modify MIB tables and obtain sensitive information,,remote,SNMP,No,,,HP
252,CVE-1999-0255,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
253,CVE-1999-0256,,7.5,HIGH,NVD-CWE-Other,,War FTP,,remote execution of commands,,remote,FTP,,,,
254,CVE-1999-0257,,5.0,MEDIUM,NVD-CWE-Other,,Nestea,,denial of service,,,IP,,,,Nestea
255,CVE-1999-0258,,5.0,MEDIUM,NVD-CWE-Other,,IP fragmentation,,denial of service,,remote,IP,,,,
256,CVE-1999-0259,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
257,CVE-1999-0260,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
258,CVE-1999-0261,,5.0,MEDIUM,NVD-CWE-Other,,Netmanager Chameleon SMTPd,,crash,,,SMTP,,,,Netmanager
259,CVE-1999-0262,,7.5,HIGH,NVD-CWE-Other,Linux,Hylafax faxsurvey CGI script,,arbitrary commands execution,,remote,,,,,Hylafax
260,CVE-1999-0263,,4.6,MEDIUM,NVD-CWE-Other,Solaris,SUNWadmap,,obtain root access,,,,,,,Solaris
261,CVE-1999-0264,,5.0,MEDIUM,NVD-CWE-Other,,htmlscript CGI program,,remote read access to files,,remote,,,,,
262,CVE-1999-0265,,5.0,MEDIUM,CWE-20,,ICMP,,denial of service,,local,ICMP,,,,
263,CVE-1999-0266,,7.5,HIGH,NVD-CWE-Other,,info2www CGI script,,"remote file access, remote command execution",,remote,,,,,
264,CVE-1999-0267,,7.5,HIGH,NVD-CWE-Other,,NCSA HTTP daemon,1.3,remote command execution,,remote,HTTP,,,,
265,CVE-1999-0268,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
266,CVE-1999-0269,,5.0,MEDIUM,NVD-CWE-Other,,Netscape Enterprise servers,,file listing,,,PageServices,,,,Netscape
267,CVE-1999-0270,,5.0,MEDIUM,NVD-CWE-Other,,pfdispaly.cgi program (pfdisplay) for SGI's Performer API Search Tool,,read arbitrary files,,remote,,,,,SGI
268,CVE-1999-0271,,5.0,MEDIUM,NVD-CWE-Other,,Progressive Networks Real Video server,,denial of service,,remote,,,,,Progressive Networks
269,CVE-1999-0272,,5.0,MEDIUM,NVD-CWE-Other,,Slmail,2.5,denial of service,,remote,POP3,,,,
270,CVE-1999-0273,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
271,CVE-1999-0274,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
272,CVE-1999-0275,,5.0,MEDIUM,NVD-CWE-Other,Windows NT,DNS servers,,denial of service,,remote,port 53,,,,
273,CVE-1999-0276,,7.5,HIGH,NVD-CWE-Other,,mSQL,v2.0.1 and below,remote execution through a buffer overflow,,remote,,,,,
274,CVE-1999-0277,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
275,CVE-1999-0278,,5.0,MEDIUM,NVD-CWE-Other,Windows,IIS,,obtain source code for ASP files,,remote,HTTP,,,,
276,CVE-1999-0279,,7.5,HIGH,NVD-CWE-Other,,Excite for Web Servers (EWS),,remote command execution,,remote,,,,,
277,CVE-1999-0280,,7.5,HIGH,NVD-CWE-Other,Windows,Microsoft Internet Explorer,,remote command execution,,remote,,,,Yes,Microsoft
278,CVE-1999-0281,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
279,CVE-1999-0283,,10.0,HIGH,NVD-CWE-Other,,Java Web Server,,obtain the source code for CGI programs,,remote,,,,,
280,CVE-1999-0284,,7.5,HIGH,CWE-120,,"NT mail servers including Ipswitch, Mdaemon, and Exchange",,denial of service,,remote,SMTP,,,,
281,CVE-1999-0285,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
282,CVE-1999-0286,,10.0,HIGH,NVD-CWE-Other,Windows,NT web servers,,read source code for active pages,,remote,HTTP,,,No,
283,CVE-1999-0287,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
284,CVE-1999-0288,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
285,CVE-1999-0289,,5.0,MEDIUM,NVD-CWE-noinfo,Win32,Apache web server,,access to restricted files,,,HTTP,,,,Apache
286,CVE-1999-0290,,5.0,MEDIUM,NVD-CWE-Other,,WinGate telnet proxy,,denial of service,,remote,telnet,,,,
287,CVE-1999-0291,,7.5,HIGH,NVD-CWE-Other,Windows,WinGate proxy,,redirect connections,,remote,,No,,,
288,CVE-1999-0292,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
289,CVE-1999-0293,,7.5,HIGH,NVD-CWE-Other,,AAA authentication,,code execution without authorization,Cisco systems,,,No,,,Cisco
290,CVE-1999-0294,,5.0,MEDIUM,NVD-CWE-Other,,WINS database,,denial of service,,remote,SNMP,,,,
291,CVE-1999-0295,,7.2,HIGH,NVD-CWE-Other,Solaris,sysdef command,,potentially leading to root privileges,,local,,No,,,
292,CVE-1999-0296,,7.2,HIGH,NVD-CWE-Other,Solaris,volrmmount program,,read any file,,,,,,,
293,CVE-1999-0297,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
294,CVE-1999-0298,,7.5,HIGH,NVD-CWE-Other,"Linux Slackware, SunOS",ypbind,,overwrite files,,local and remote,,,,,
295,CVE-1999-0299,,9.3,HIGH,NVD-CWE-Other,,,,,,,,,,,
296,CVE-1999-0300,,7.5,HIGH,NVD-CWE-Other,Solaris,nis_cachemgr,,add malicious NIS+ servers,,,,,,,
297,CVE-1999-0301,,7.2,HIGH,NVD-CWE-Other,SunOS/Solaris,ps command,,buffer overflow,,,,,,,Sun
298,CVE-1999-0302,,7.5,HIGH,NVD-CWE-Other,SunOS/Solaris,FTP clients,,arbitrary commands execution,,remote,FTP,,,Yes,
299,CVE-1999-0303,,4.6,MEDIUM,NVD-CWE-Other,,BNU UUCP daemon,,buffer overflow,,remote,,,,,BNU
300,CVE-1999-0304,,7.2,HIGH,NVD-CWE-Other,BSD,mmap function,,modify memory,,local,,No,kmem group,,
301,CVE-1999-0305,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
302,CVE-1999-0306,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
303,CVE-1999-0307,,7.2,HIGH,NVD-CWE-Other,HP-UX,cstm program,,code execution and privilege escalation to root,,local,,,,,HP
304,CVE-1999-0308,,4.6,MEDIUM,NVD-CWE-Other,HP-UX,gwind program,,modify arbitrary files,,,,,,,HP
305,CVE-1999-0309,,7.2,HIGH,NVD-CWE-Other,HP-UX,vgdisplay program,,root access to local users,,local,,,,,HP
306,CVE-1999-0310,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
307,CVE-1999-0311,,7.2,HIGH,NVD-CWE-Other,HP-UX,fpkg2swpk,,local users can gain root access,,local,,,,,HP
308,CVE-1999-0312,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
309,CVE-1999-0313,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
310,CVE-1999-0314,,7.2,HIGH,NVD-CWE-Other,SGI IRIX 6.4 S2MP,ioconfig,6.4 S2MP,local users to gain root access,Origin/Onyx2,local,,,,,SGI
311,CVE-1999-0315,,7.2,HIGH,NVD-CWE-Other,Solaris,fdformat command,,root access to local users,,local,,,,,
312,CVE-1999-0316,,7.2,HIGH,NVD-CWE-Other,Linux,splitvt command,,root access to local users,,local,,,,,
313,CVE-1999-0317,,7.2,HIGH,NVD-CWE-Other,Linux,su command,,"code execution, gives root access",,local,,Yes,,,
314,CVE-1999-0318,,7.2,HIGH,NVD-CWE-Other,,xmcd,2.0p12,access,,local,,No,,,
315,CVE-1999-0319,,7.2,HIGH,NVD-CWE-Other,,xmcd,2.1,local users to gain access,,local,,,,,
316,CVE-1999-0320,,9.3,HIGH,NVD-CWE-Other,,,,,,,,,,,
317,CVE-1999-0321,,7.2,HIGH,NVD-CWE-Other,Solaris,kcms_configure command,,code execution and gaining root access,,local,,,user,,
318,CVE-1999-0322,,2.1,LOW,NVD-CWE-Other,FreeBSD,open() function,,local attackers can write to arbitrary files,,local,,,,,
319,CVE-1999-0323,,10.0,HIGH,NVD-CWE-Other,FreeBSD,mmap function,,modify append-only or immutable files,,,,,,,
320,CVE-1999-0324,,7.2,HIGH,NVD-CWE-Other,HP-UX,ppl program,,local users can create root files,,local,,No,,,
321,CVE-1999-0325,,7.2,HIGH,NVD-CWE-Other,HP-UX,vhe_u_mnt program,,local users can create root files,,local,,,user,,HP
322,CVE-1999-0326,,4.6,MEDIUM,NVD-CWE-Other,HP-UX,mediainit program,,,,,,,,,HP
323,CVE-1999-0327,,2.1,LOW,NVD-CWE-Other,,sgierr program,,file corruption,,local,,,,,SGI
324,CVE-1999-0328,,7.2,HIGH,NVD-CWE-Other,,SGI permissions program,,root privileges,,local,,,,,SGI
325,CVE-1999-0329,,7.2,HIGH,NVD-CWE-Other,,SGI mediad program,,gain root access,,local,,No,,,SGI
326,CVE-1999-0330,,7.2,HIGH,NVD-CWE-Other,Linux,bdash game,,code execution and gaining root access,,local,,,,,
327,CVE-1999-0331,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
328,CVE-1999-0332,,7.5,HIGH,CWE-119,,,,,,,,,,,
329,CVE-1999-0333,,7.5,HIGH,NVD-CWE-Other,,HP OpenView Omniback,,"remote command execution, local root access",,remote/local,,No,,No,HP
330,CVE-1999-0334,,7.2,HIGH,NVD-CWE-Other,Solaris,fsck,,,,,,,,,
331,CVE-1999-0335,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
332,CVE-1999-0336,,7.2,HIGH,NVD-CWE-Other,HP-UX,mstm,,local users to gain root access,,local,,,,,HP
333,CVE-1999-0337,,7.5,HIGH,NVD-CWE-Other,AIX,batch queue (bsh),,additional privileges,,remote/local,,,,,
334,CVE-1999-0338,,7.2,HIGH,NVD-CWE-Other,AIX,Licensed Program Product performance tools,,local users to gain root access,,local,,,user,,
335,CVE-1999-0339,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
336,CVE-1999-0340,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
337,CVE-1999-0341,,7.2,HIGH,NVD-CWE-Other,Linux,deliver,,code execution and gaining root access,,local,,No,,,
338,CVE-1999-0342,,6.2,MEDIUM,NVD-CWE-Other,Linux,Linux PAM modules,,local users can gain root access,,local,,Yes,,,
339,CVE-1999-0343,,5.1,MEDIUM,NVD-CWE-Other,,Palace server,,arbitrary programs execution,,remote,,,,Yes,
340,CVE-1999-0344,,7.2,HIGH,CWE-264,,,,,,,,,,,
341,CVE-1999-0345,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
342,CVE-1999-0346,,5.0,MEDIUM,NVD-CWE-Other,,CGI PHP mlog script,,file read access,,remote,,,,,
343,CVE-1999-0347,,10.0,HIGH,NVD-CWE-Other,,Internet Explorer,4.01,read local files and spoof web pages,,remote,,,,Yes,
344,CVE-1999-0348,,5.0,MEDIUM,CWE-200,,,,,,,,,,,
345,CVE-1999-0349,,7.5,HIGH,CWE-119,,IIS FTP list (ls) command,,"denial of service, arbitrary commands execution",,remote,FTP,,,,
346,CVE-1999-0350,,6.2,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
347,CVE-1999-0351,,6.4,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
348,CVE-1999-0352,,7.2,HIGH,NVD-CWE-Other,,ControlIT,4.5 and earlier,weak password encryption,,,,Yes,,,ControlIT
349,CVE-1999-0353,,9.3,HIGH,NVD-CWE-Other,,rpc.pcnfsd,,remote root access,,remote,,,,,HP
350,CVE-1999-0354,,7.5,HIGH,NVD-CWE-Other,Windows,"Internet Explorer, Word 97, Outlook","4.x, 5.x",arbitrary execution of Visual Basic programs,,,,,,Yes,Microsoft
351,CVE-1999-0355,,5.0,MEDIUM,NVD-CWE-Other,,ControlIT,4.5,denial of service,,local or remote,,,,,
352,CVE-1999-0356,,10.0,HIGH,NVD-CWE-Other,,ControlIT,4.5 and earlier,weak encryption of usernames and passwords,,,,,,,ControlIT
353,CVE-1999-0357,,5.0,MEDIUM,NVD-CWE-Other,Windows 98,oshare,,denial of service,,remote,,,,,
354,CVE-1999-0358,,7.2,HIGH,NVD-CWE-Other,Digital Unix,inc program of the mh package,4.0,buffer overflow,,,,,,,
355,CVE-1999-0359,,7.5,HIGH,NVD-CWE-Other,Unix,ptylogin,,"denial of service, potential for unauthorized modem access and password acquisition",modems,local,,,,Yes,
356,CVE-1999-0360,,7.2,HIGH,NVD-CWE-Other,Windows,MS Site Server 2.0 with IIS 4,,code execution,,remote,HTTP,,,,Microsoft
357,CVE-1999-0361,,10.0,HIGH,NVD-CWE-Other,NetWare,LaserFiche,,"unencrypted storage of usernames and passwords, allows administrative changes without logging",,,,,administrative,,
358,CVE-1999-0362,,5.0,MEDIUM,NVD-CWE-Other,,WS_FTP server,,denial of service,,remote,FTP,,,,
359,CVE-1999-0363,,7.2,HIGH,NVD-CWE-Other,SuSE,PLP lpc program,5.2,root compromise,,,,,,,SuSE
360,CVE-1999-0364,,10.0,HIGH,NVD-CWE-Other,,Microsoft Access 97,97,data access,,,,No,,,Microsoft
361,CVE-1999-0365,,7.5,HIGH,NVD-CWE-Other,,metamail package,,remote command execution,,,,,,Yes,
362,CVE-1999-0366,,7.5,HIGH,CWE-287,Windows NT 4.0,Service Pack 4,4.0,access to network shares,,,,No,,,Microsoft
363,CVE-1999-0367,,2.1,LOW,NVD-CWE-Other,NetBSD,netstat command,,access to kernel memory,,local,,No,,,
364,CVE-1999-0368,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
365,CVE-1999-0369,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
366,CVE-1999-0370,,4.6,MEDIUM,NVD-CWE-Other,"Sun Solaris, SunOS","man, catman",,overwriting arbitrary files,,,,,,,Sun
367,CVE-1999-0371,,1.2,LOW,NVD-CWE-Other,,Lynx,,file overwrite,,local,,No,,,
368,CVE-1999-0372,,2.1,LOW,CWE-200,,,,,,,,,,,
369,CVE-1999-0373,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
370,CVE-1999-0374,,2.1,LOW,NVD-CWE-Other,Debian GNU/Linux,cfengine package,,symlink attack,,,,,,,Debian
371,CVE-1999-0375,,7.5,HIGH,NVD-CWE-Other,,webd in Network Flight Recorder,2.0.2-Research,code execution,,remote,,,,,
372,CVE-1999-0376,,4.6,MEDIUM,NVD-CWE-Other,Windows NT,KnownDLLs list,,obtain administrator privileges,,local,,,user level,Yes,
373,CVE-1999-0377,,5.0,MEDIUM,NVD-CWE-Other,Unix,process table,,denial of service,,remote,,,,,
374,CVE-1999-0378,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
375,CVE-1999-0379,,7.5,HIGH,NVD-CWE-Other,,Microsoft Taskpads,,code execution,,remote,HTTP,,,Yes,Microsoft
376,CVE-1999-0380,,4.6,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
377,CVE-1999-0381,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
378,CVE-1999-0382,,7.2,HIGH,NVD-CWE-Other,Windows NT,screen saver,,code execution with elevated privileges,,local,,,,Yes,Microsoft
379,CVE-1999-0383,,7.5,HIGH,NVD-CWE-Other,,ACC Tigris,,public access without login,,,,No,,,
380,CVE-1999-0384,,4.6,MEDIUM,NVD-CWE-Other,Windows,Forms 2.0 ActiveX control,5.0,read text from a user's clipboard,,,,,,Yes,Visual Basic for Applications
381,CVE-1999-0385,,10.0,HIGH,CWE-120,,,,,,,,,,,
382,CVE-1999-0386,,5.0,MEDIUM,NVD-CWE-Other,Windows,"Microsoft Personal Web Server, FrontPage Personal Web Server",,read files on the server,,remote,,No,,,Microsoft
383,CVE-1999-0387,,7.8,HIGH,CWE-255,"Windows 95, Windows 98",credential caching mechanism,,read plaintext network passwords,,,,,,,Microsoft
384,CVE-1999-0388,,4.6,MEDIUM,NVD-CWE-Other,,DataLynx suGuard,,code execution as root,,local,,,,,DataLynx
385,CVE-1999-0389,,7.2,HIGH,NVD-CWE-Other,Linux,bootp server,,buffer overflow,,,bootp,,,,Debian
386,CVE-1999-0390,,7.2,HIGH,NVD-CWE-Other,Linux,Dosemu Slang library,,buffer overflow,,,,,,,
387,CVE-1999-0391,,7.5,HIGH,NVD-CWE-Other,"Windows 95, Windows 98",SMB authentication,,impersonate a user,,,SMB,Yes,,,Microsoft
388,CVE-1999-0392,,5.0,MEDIUM,NVD-CWE-Other,,Thomas Boutell's cgic library,up to 1.05,buffer overflow,,,,,,,Thomas Boutell
389,CVE-1999-0393,,5.0,MEDIUM,NVD-CWE-Other,,Sendmail,8.8.x and 8.9.2,denial of service,,remote,,,,,
390,CVE-1999-0394,,10.0,HIGH,NVD-CWE-Other,,DPEC Online Courseware,,password change,,,,No,,Yes,
391,CVE-1999-0395,,5.1,MEDIUM,NVD-CWE-Other,,BackWeb Polite Agent Protocol,,spoofing a BackWeb server,,,BackWeb Protocol,,,,BackWeb
392,CVE-1999-0396,,2.6,LOW,NVD-CWE-Other,NetBSD,TCP servers,,denial of service,,remote,TCP,,,,
393,CVE-1999-0397,,10.0,HIGH,NVD-CWE-Other,,Quakenbush NT Password Appraiser,demo,sends passwords in plaintext,,required,,,,,Quakenbush
394,CVE-1999-0398,,4.6,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
395,CVE-1999-0399,,7.5,HIGH,NVD-CWE-Other,,DCC server command in the Mirc 5.5 client,5.5,code execution,,remote,,,,,
396,CVE-1999-0400,,4.6,MEDIUM,NVD-CWE-Other,Linux,ldd command,2.2.0,denial of service,,local,,,,,
397,CVE-1999-0401,,3.7,LOW,NVD-CWE-Other,Linux,/proc files,2.2.1,read arbitrary memory,,local,,No,,No,
398,CVE-1999-0402,,5.0,MEDIUM,NVD-CWE-Other,,wget,1.5.3,change permissions,,,,,,,
399,CVE-1999-0403,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
400,CVE-1999-0404,,7.5,HIGH,NVD-CWE-Other,Windows,Mail-Max SMTP server,,remote command execution,,remote,SMTP,,,,
401,CVE-1999-0405,,7.2,HIGH,NVD-CWE-Other,,lsof,,obtain root privilege,,local,,,,,
402,CVE-1999-0406,,7.2,HIGH,NVD-CWE-Other,Digital Unix,Networker program nsralist,,obtain root privilege,,local,,No,,,
403,CVE-1999-0407,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
404,CVE-1999-0408,,10.0,HIGH,NVD-CWE-Other,,Cobalt RaQ microservers,,world readable files accessible from the web server,,,,No,,,Cobalt
405,CVE-1999-0409,,4.6,MEDIUM,NVD-CWE-Other,Linux,gnuplot,3.5,code execution leading to root access,,local,,,,,
406,CVE-1999-0410,,7.2,HIGH,NVD-CWE-Other,Solaris,cancel command,2.6,obtain root access,i386,local,,,,,
407,CVE-1999-0411,,7.2,HIGH,NVD-CWE-Other,SCO OpenServer Enterprise System,startup scripts,5.0.4p,local user to gain root access,,local,,,,,SCO
408,CVE-1999-0412,,7.5,HIGH,NVD-CWE-Other,Windows,IIS and other web servers,,command execution as SYSTEM,,,,,running as SYSTEM,,
409,CVE-1999-0413,,7.2,HIGH,NVD-CWE-Other,,SGI X server,,code execution and gaining root access,,local,,No,regular user privileges,Yes,SGI
410,CVE-1999-0414,,5.0,MEDIUM,NVD-CWE-Other,Linux,TCP connection,before 2.0.36,pass data to the application layer,,remote,TCP,,,,
411,CVE-1999-0415,,7.5,HIGH,NVD-CWE-Other,,HTTP server,3.2 through 4.2,change the router's configuration,Cisco 7xx series routers,remote,HTTP,No,,,Cisco
412,CVE-1999-0416,,5.0,MEDIUM,NVD-CWE-Other,,Cisco 7xx series routers,,denial of service,Cisco 7xx series routers,remote,TELNET,No,,,Cisco
413,CVE-1999-0417,,2.1,LOW,NVD-CWE-Other,Solaris,procfs,64 bit Solaris 7,denial of service,,local,,,,,
414,CVE-1999-0418,,6.4,MEDIUM,NVD-CWE-Other,,SMTP applications such as Sendmail,,denial of service,,remote,SMTP,,,No,
415,CVE-1999-0419,,5.0,MEDIUM,NVD-CWE-Other,,Microsoft SMTP service,,denial of service,,remote,SMTP,,,,Microsoft
416,CVE-1999-0420,,7.2,HIGH,NVD-CWE-Other,,umapfs,,local users can gain root privileges,,local,,,user level,Yes,
417,CVE-1999-0421,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
418,CVE-1999-0422,,4.6,MEDIUM,NVD-CWE-Other,NetBSD,NetBSD mount,1.3.3,code execution,,local,,No,,,
419,CVE-1999-0423,,4.6,MEDIUM,NVD-CWE-Other,HP-UX,hpterm,10.20,additional privileges,,local,,,,,HP
420,CVE-1999-0424,,2.1,LOW,NVD-CWE-Other,,Netscape,4.5,file overwrite,,local,,,,Yes,
421,CVE-1999-0425,,6.4,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
422,CVE-1999-0426,,10.0,HIGH,NVD-CWE-Other,Linux,/dev/kmem,before 2.0.36,IP spoofing,,,,,,,
423,CVE-1999-0427,,7.5,HIGH,NVD-CWE-Other,,Eudora,4.1,denial of service,,remote,,,,,
424,CVE-1999-0428,,7.5,HIGH,CWE-384,,"OpenSSL, SSLeay",,bypass access controls,,remote,SSL,,,,"OpenSSL, SSLeay"
425,CVE-1999-0429,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
426,CVE-1999-0430,,5.0,MEDIUM,NVD-CWE-Other,,Catalyst 5000 supervisor software,,denial of service,Cisco Catalyst LAN switches,remote,,,,,Cisco
427,CVE-1999-0431,,5.0,MEDIUM,NVD-CWE-Other,Linux,IP stack,2.2.3 and earlier,denial of service,,remote,,No,,No,
428,CVE-1999-0432,,4.6,MEDIUM,NVD-CWE-Other,HP-UX,ftp,11.00,privilege escalation,,local,FTP,No,,,HP
429,CVE-1999-0433,,4.6,MEDIUM,NVD-CWE-Other,,XFree86 startx command,,"denial of service, possibly allowing them to gain privileges",,local,,No,user level,Yes,
430,CVE-1999-0434,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
431,CVE-1999-0435,,7.2,HIGH,NVD-CWE-Other,HP-UX,"MC/ServiceGuard, MC/LockManager",,privilege escalation,,local,,,,,HP
432,CVE-1999-0436,,4.6,MEDIUM,NVD-CWE-Other,HP-UX,Domain Enterprise Server Management System (DESMS),,privilege escalation,,local,,,,,HP
433,CVE-1999-0437,,5.0,MEDIUM,NVD-CWE-Other,,WebRamp systems,,denial of service,,remote,HTTP,,,,
434,CVE-1999-0438,,5.0,MEDIUM,NVD-CWE-Other,,WebRamp systems,,denial of service,,remote,"UDP, port 5353",,,,
435,CVE-1999-0439,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
436,CVE-1999-0440,,7.5,HIGH,NVD-CWE-Other,,byte code verifier component of the Java Virtual Machine (JVM),,remote execution through malicious web pages,,remote,,,,Yes,
437,CVE-1999-0441,,5.0,MEDIUM,NVD-CWE-Other,Windows,Winsock Redirector Service,,denial of service,,remote,,,,,
438,CVE-1999-0442,,2.1,LOW,NVD-CWE-Other,Solaris,ff.core,,file modification,,local,,,,,
439,CVE-1999-0443,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
440,CVE-1999-0444,,5.0,MEDIUM,NVD-CWE-Other,Windows,ARP protocol handling,,denial of service,,remote,ARP,,,No,
441,CVE-1999-0445,,5.0,MEDIUM,NVD-CWE-Other,,Cisco routers,under some versions of IOS 12.0,some packets may not be filtered,,,,,,,Cisco
442,CVE-1999-0446,,2.1,LOW,NVD-CWE-Other,NetBSD,VFS,1.3.3 and earlier versions,denial of service,,local,,,user,Yes,
443,CVE-1999-0447,,4.6,MEDIUM,NVD-CWE-Other,MPE/iX,debug utility,,privilege escalation,,local,,,,,
444,CVE-1999-0448,,5.0,MEDIUM,NVD-CWE-Other,Windows,"IIS 4.0, Apache",4.0,URL obfuscation,,remote,HTTP,,,,
445,CVE-1999-0449,,7.8,HIGH,NVD-CWE-Other,Windows,ExAir sample site in IIS,4,denial of service (CPU consumption),,remote,HTTP,,,,
446,CVE-1999-0450,,7.5,HIGH,NVD-CWE-Other,Windows,IIS,,determine a real path,,,HTTP,,,No,
447,CVE-1999-0451,,2.1,LOW,NVD-CWE-Other,,,,,,,,,,,
448,CVE-1999-0452,,10.0,HIGH,NVD-CWE-Other,,service or application,,backdoor password access,,,,Yes,backdoor,,
449,CVE-1999-0453,,5.0,MEDIUM,CWE-200,,Cisco Discovery Protocol (CDP),,information disclosure,CISCO device,remote,TCP (port 1999),,,,CISCO
450,CVE-1999-0454,,10.0,HIGH,NVD-CWE-Other,,nmap or queso,,identify the operating system,,remote,IP or ICMP,,,,
451,CVE-1999-0455,,7.5,HIGH,NVD-CWE-Other,,Expression Evaluator sample application,,read or delete files,,remote,,,,,ColdFusion
452,CVE-1999-0457,,7.2,HIGH,NVD-CWE-Other,Linux,ftpwatch program,,local users can gain root privileges,,local,,,,,
453,CVE-1999-0458,,2.1,LOW,NVD-CWE-Other,,L0phtcrack,2.5,password information disclosure,,local,,,,,
454,CVE-1999-0459,,4.6,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
455,CVE-1999-0460,,2.1,LOW,NVD-CWE-Other,Linux,autofs module,,denial of service,,local,,No,,No,
456,CVE-1999-0461,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
457,CVE-1999-0462,,7.2,HIGH,NVD-CWE-Other,Linux,suidperl in Linux Perl,,local users can gain root access,,local,,,,,
458,CVE-1999-0463,,5.0,MEDIUM,NVD-CWE-Other,,IRIX fcagent,,denial of service,,remote,,,,,
459,CVE-1999-0464,,2.1,LOW,NVD-CWE-Other,,,,,,,,,,,
